u10,v10,dew2m,dw2m,temp2m,tmp2m,crr,max2mt,mx2t,msdrswrf,min2mt,mn2t,skt,sp,tcrw,temp-out,hi-temp,low-temp,out-hum,dew-pt,wind-speed,wind-dir,bar,rain,rain-rate
-1.7496841,0.79408276,18.42306,291.57306,23.2984,296.4484,2.91E-11,23.3856,296.5356,36.49527,2.19E+01,295.09903,298.03143,100181.64,0,18.8,20.8,18.8,83,15.8,0,---,100280,0,0
-0.9661201,0.7708279,18.41107,291.56107,24.27172,297.42172,2.91E-11,25.44106,298.59106,120.93736,2.38E+01,296.90207,301.0739,100249.016,0,19.4,19.4,18.6,86,17,0,E,100320,0,0
-0.6460382,0.91072476,18.48736,291.63736,25.3962,298.5462,2.91E-11,27.2512,300.4012,215.8002,2.60E+01,299.16248,303.84137,100279.69,0.000293434,23.6,23.6,19.4,72,18.2,0,E,100340,0,0
-0.79204047,0.6137959,18.40524,291.55524,28.23412,301.38412,2.91E-11,28.8787,302.0287,331.3233,2.76E+01,300.73636,306.5332,100240.26,0.000391245,26.7,26.7,23.6,61,18.5,1.6,E,100410,0,0
-1.2267603,0.04857838,18.78756,291.93756,29.295,302.445,2.91E-11,30.39922,303.54922,443.43704,2.92E+01,302.3406,309.66266,100233.24,0.000439037,27.2,28.1,26.7,61,19,0,ESE,100490,0,0
-3.2324429,-1.1327727,19.68408,292.83408,30.94122,304.09122,2.91E-11,31.1002,304.2502,433.1522,3.06E+01,303.76544,308.5755,100167.445,0.000316773,26.2,27.2,26,66,19.3,1.6,E,100420,0,0
-5.2363453,-0.8304584,19.28704,292.43704,32.20922,305.35922,2.91E-11,31.67825,304.82825,413.3188,3.11E+01,304.26346,307.82727,100165.555,0,27.2,27.4,26.2,64,19.8,1.6,E,100370,0,0
-5.348518,0.05996108,18.8385,291.9885,32.57037,305.72037,2.91E-11,31.9658,305.1158,491.7916,3.13E+01,304.45343,308.8698,100122.37,0,29.4,29.4,27.2,56,19.7,4.8,E,100410,0,0
-4.1414647,0.5075575,18.7684,291.9184,33.46957,306.61957,2.91E-11,31.9581,305.1081,521.5021,3.12E+01,304.319,309.2318,100088.12,0,31.8,31.8,29.5,49,19.7,4.8,E,100390,0,0
-3.0604177,0.2904297,18.10156,291.25156,34.46908,307.61908,2.91E-11,32.22598,305.37598,363.4351,3.19E+01,305.04556,308.96512,100041.2,0,32.7,32.8,31.5,44,18.8,8,E,100320,0,0
-2.6892486,-0.42300737,17.90673,291.05673,35.08383,308.23383,2.91E-11,32.5513,305.7013,328.89935,3.22E+01,305.3884,307.56512,99993.51,0,34,34.2,32.7,43,19.7,6.4,E,100310,0,0
-2.713902,-1.1388924,17.29238,290.44238,34.76373,307.91373,2.91E-11,32.50097,305.65097,165.8712,3.22E+01,305.39542,305.20203,99979.195,0,34.1,34.5,33.7,39,18.1,4.8,E,100260,0,0
-2.4399765,-1.6509906,18.5807,291.7307,32.95547,306.10547,2.91E-11,32.16192,305.31192,87.57962,3.15E+01,304.66913,303.2006,99980.5,0,33.7,34.1,33.6,37,17,3.2,E,100200,0,0
-2.407653,-1.8129184,19.26168,292.41168,31.5992,304.7492,2.91E-11,31.21627,304.36627,21.068024,2.94E+01,302.575,301.0868,100028.94,0,33.7,33.9,33.7,37,17,3.2,E,100180,0,0
-2.3986137,-1.4595658,18.48156,291.63156,29.77422,302.92422,2.91E-11,29.54763,302.69763,0.39642334,2.85E+01,301.68884,299.76547,100049.305,0,32.5,33.7,32.5,47,19.7,0,E,100170,0,0
-1.8934951,-1.1634936,18.1556,291.3056,27.0279,300.1779,2.91E-11,28.31808,301.46808,-3.05E-05,2.75E+01,300.62558,298.59317,100087.62,0,29.7,32.5,29.7,58,20.6,0,NE,100210,0,0
-1.3963201,-0.92555887,18.1554,291.3054,26.51885,299.66885,2.91E-11,27.2615,300.4115,-3.05E-05,2.61E+01,299.2566,297.6562,100105.01,0,26.6,29.7,26.6,65,19.4,0,NE,100220,0,0
-1.3548205,-0.6008464,17.61312,290.76312,22.97357,296.12357,2.91E-11,25.8018,298.9518,-3.05E-05,2.46E+01,297.75314,296.6632,100112.984,0,24.1,26.6,24.1,74,19.2,0,---,100270,0,0
-0.5555058,-0.96325636,17.49362,290.64362,22.86022,296.01022,2.91E-11,24.45193,297.60193,-3.05E-05,2.39E+01,297.04877,296.36475,100114.13,0,25.1,25.2,23.8,68,18.7,0,NE,100280,0,0
-0.13722157,-0.85665077,17.53893,290.68893,23.18722,296.33722,2.91E-11,24.0743,297.2243,-3.05E-05,2.38E+01,296.91812,295.73492,100078.18,0,24.5,25.1,24.4,69,18.4,0,NE,100280,0,0
0.61333436,-0.18470538,16.95114,290.10114,24.47192,297.62192,2.91E-11,24.76925,297.91925,-3.05E-05,2.38E+01,296.99033,294.95795,100067,0,23.7,24.5,23.7,71,18.1,0,NE,100270,0,0
1.7346485,-0.05190742,17.29684,290.44684,22.45294,295.60294,2.91E-11,25.0557,298.2057,-3.05E-05,2.43E+01,297.4384,294.45258,100080.14,0,23.4,23.7,23.1,69,17.4,0,NNW,100230,0,0
1.9599524,0.36643684,17.5399,290.6899,20.8042,293.9542,2.91E-11,23.79357,296.94357,-3.05E-05,2.15E+01,294.6583,293.73007,100092,0,22.3,23.4,22.3,72,17,0,E,100190,0,0
1.545229,0.05677879,17.44946,290.59946,21.44943,294.59943,2.91E-11,21.7956,294.9456,2.7071228,2.12E+01,294.3903,294.32547,100109.63,0,21,22.3,21,76,16.6,0,E,100240,0,0
1.9733746,-0.21836388,17.7415,290.8915,23.8205,296.9705,2.91E-11,23.78613,296.93613,51.57138,2.22E+01,295.34338,297.40427,100151.484,0,19.8,21,19.8,80,16.2,0,---,100290,0,0
1.563719,-0.031589985,17.68902,290.83902,24.98928,298.13928,2.91E-11,26.23748,299.38748,164.16083,2.42E+01,297.38986,301.19836,100156.484,0,19.7,19.7,19.4,83,16.8,0,NE,100270,0,0
1.6842463,0.03389108,17.8734,291.0234,26.7703,299.9203,2.91E-11,28.12628,301.27628,329.6809,2.65E+01,299.6599,304.87558,100130.44,0,23.7,23.7,19.7,69,17.6,0,NW,100310,0,0
2.3715253,-0.027550936,17.71032,290.86032,30.06817,303.21817,2.91E-11,30.07107,303.22107,463.15717,2.85E+01,301.6903,307.63132,100112.055,0,26.4,26.4,23.7,63,18.8,0,NW,100280,0,0
3.627063,-0.30122483,17.79382,290.94382,31.37612,304.52612,2.91E-11,31.72683,304.87683,595.12695,3.04E+01,303.588,309.8155,100130.99,0.002368581,28.2,28.3,26.5,52,17.4,1.6,NW,100320,0,0
3.355055,0.08003378,16.29107,289.44107,33.86196,307.01196,2.91E-11,32.6845,305.8345,631.62225,3.20E+01,305.11337,311.27374,100110.94,0,29.7,29.7,27.4,54,19.4,1.6,NW,100320,0,0
3.012511,-0.2982874,16.02633,289.17633,34.68853,307.83853,2.91E-11,33.2368,306.3868,608.8325,3.28E+01,305.97586,312.20013,100081.5,0,29.8,30.5,29.7,50,18.3,3.2,NW,100330,0,0
2.6717477,-0.29645145,15.65136,288.80136,35.5358,308.6858,2.91E-11,33.54986,306.69986,542.11707,3.33E+01,306.46863,312.5005,100027.26,0,33.5,33.5,29.8,46,20.3,1.6,NW,100300,0,0
2.8602085,-0.11922431,15.28378,288.43378,35.48712,308.63712,2.91E-11,33.64248,306.79248,350.62436,3.33E+01,306.47653,311.36945,99972.8,0,34.1,35.3,33.5,39,18.1,1.6,NW,100260,0,0
2.677774,-0.8914108,15.70135,288.85135,35.02712,308.17712,2.91E-11,33.31887,306.46887,278.3134,3.25E+01,305.63684,310.1635,99906.016,0.001072586,34.9,34.9,33.9,35,17.2,3.2,NW,100230,0,0
2.229769,-1.9734999,16.2928,289.4428,34.8175,307.9675,2.91E-11,32.08846,305.23846,130.56523,3.16E+01,304.7828,307.362,99917.56,0.002587546,34.2,35.4,33.6,36,17,3.2,NW,100190,0,0
0.4736324,-3.175658,16.92672,290.07672,33.76315,306.91315,2.91E-11,31.6039,304.7539,136.37593,3.12E+01,304.37918,305.10632,99934.83,0,34.3,34.7,33.9,35,16.7,3.2,NW,100120,0,0
-0.4036141,-3.3101695,17.32162,290.47162,31.36593,304.51593,2.91E-11,31.09133,304.24133,105.23825,3.05E+01,303.65494,303.36438,99926.26,0,34.1,34.4,34.1,38,17.7,3.2,NW,100090,0,0
-0.6422032,-3.0823934,17.31506,290.46506,30.0282,303.1782,2.91E-11,30.2526,303.4026,31.148956,2.89E+01,302.0454,301.61145,99957.12,0,33.1,34.2,33,38,16.8,3.2,NW,100070,0,0
-0.49798146,-2.8894997,17.69253,290.84253,29.07882,302.22882,2.91E-11,29.4307,302.5807,0.27182007,2.84E+01,301.51553,300.0692,100002.33,0,31.1,33,31.1,46,18.1,1.6,NW,100100,0,0
-0.45360553,-2.703338,18.27258,291.42258,26.11593,299.26593,2.91E-11,28.15313,301.30313,-3.05E-05,2.72E+01,300.36807,299.0373,100042.875,0,29.7,31.1,29.7,47,17.2,1.6,NW,100110,0,0
-0.12393618,-2.1173134,18.38143,291.53143,25.35006,298.50006,2.91E-11,27.00308,300.15308,-3.05E-05,2.58E+01,298.95117,297.94595,100070.76,0,27.5,29.7,27.5,55,17.7,0,N,100150,0,0
-0.06901407,-1.6380168,18.75695,291.90695,23.11236,296.26236,2.91E-11,25.51766,298.66766,-3.05E-05,2.46E+01,297.76746,295.62524,100117.62,0.002635337,26.8,27.5,26.8,59,18.1,0,WNW,100190,0,0
-0.89010584,-1.5129297,18.8015,291.9515,22.7861,295.9361,2.91E-11,24.4622,297.6122,-3.05E-05,2.40E+01,297.19638,295.4879,100103.89,0.000634659,26.2,26.9,26.2,62,18.3,0,NW,100180,0,0
0.30229193,-0.8586091,18.93707,292.08707,22.30688,295.45688,2.91E-11,23.94393,297.09393,-3.05E-05,2.33E+01,296.45224,295.4588,100063.68,0.000244528,25.8,26.2,25.8,63,18.3,1.6,NW,100280,0,0
0.016724586,-0.69056153,18.93786,292.08786,22.252,295.402,2.91E-11,23.19152,296.34152,-3.05E-05,2.28E+01,295.92645,294.703,99998.016,0,24.1,25.9,24.1,76,19.6,0,NW,100220,0.2,0
-0.20145708,-0.7491884,19.03893,292.18893,21.45416,294.60416,2.91E-11,22.76013,295.91013,-3.05E-05,2.25E+01,295.69614,294.4628,99926.94,0,23.6,24.2,23.6,75,18.9,0,NW,100200,0,0
0.30955094,-0.43989778,19.02114,292.17114,21.47524,294.62524,2.91E-11,22.506,295.656,-3.05E-05,2.18E+01,294.95642,294.187,99903.93,0,22.1,23.6,22,82,18.8,0,WNW,100180,0,0
0.618128,0.40756118,19.05483,292.20483,21.65582,294.80582,2.91E-11,21.8865,295.0365,2.299347,2.16E+01,294.76907,294.51233,99872.82,0,20.9,22.2,20.9,86,18.5,0,SE,100140,0,0
0.64497274,0.20646715,19.2357,292.3857,22.77447,295.92447,2.91E-11,23.3476,296.4976,50.846466,2.21E+01,295.29895,296.5206,99821.19,0,20.6,21,20.6,87,18.3,0,---,100060,0,0
0.000152111,-0.05251944,19.41912,292.56912,23.35616,296.50616,2.91E-11,25.00854,298.15854,163.79837,2.37E+01,296.81583,299.0418,99797,0,20.7,20.7,20.3,88,18.6,0,SE,100000,0,0
-0.6609671,0.12911391,19.99822,293.14822,24.7197,297.8697,2.91E-11,25.92675,299.07675,316.92682,2.45E+01,297.61197,302.1989,99754.62,0,22.6,22.6,20.7,81,19.2,0,SE,99960,0,0
-1.4726084,0.5112294,20.41134,293.56134,27.8261,300.9761,2.91E-11,27.36813,300.51813,394.64072,2.63E+01,299.4027,305.97183,99689.26,0,26.7,26.7,22.6,67,20.1,0,SW,99960,0,0
-1.8880165,0.9669038,20.3846,293.5346,29.1744,302.3244,2.91E-11,29.00933,302.15933,559.4812,2.77E+01,300.8097,308.66025,99616.76,0,27.9,28,26.4,62,20,0,SW,99940,0,0
-2.312738,0.4243294,19.6891,292.8391,31.49783,304.64783,1.93E-05,30.37664,303.52664,626.80835,2.93E+01,302.45374,309.62256,99464.805,7.34E-05,30.7,31.1,27.9,52,19.7,0,SW,99860,0,0
-1.9733443,0.6510037,19.29016,292.44016,31.97668,305.12668,3.05E-05,31.20684,304.35684,567.37604,3.06E+01,303.75928,309.6184,99399.82,0.005932016,31.1,32.2,30.4,49,19.1,1.6,SE,99780,0,0
-1.3109924,0.8901626,18.68453,291.83453,32.6561,305.8061,2.09E-05,31.99328,305.14328,576.5735,3.13E+01,304.4885,308.5199,99267.7,0.01069808,31.8,31.9,30.8,48,19.4,3.2,SE,99720,0,0
1.7677934,1.3490192,17.70858,290.85858,33.96298,307.11298,2.03E-05,32.2966,305.4466,411.801,3.20E+01,305.17798,301.64322,99299.25,0.016597863,33.8,33.8,31.7,42,19.1,4.8,SE,99640,0,0
-0.6165912,-0.99434453,16.82504,289.97504,34.12066,307.27066,1.19E-06,33.02612,306.17612,362.24576,3.19E+01,305.026,300.71417,99167.07,0.002806507,34.6,34.6,33.7,39,18.6,4.8,SE,99520,0,0
-2.4055986,-1.5086459,19.44897,292.59897,28.86447,302.01447,2.91E-11,26.37014,299.52014,76.79642,2.58E+01,298.93567,302.0805,99008.44,0,30.3,30.3,24.6,56,20.5,4.8,ESE,99270,0,0
-0.88901013,-0.31872725,19.31222,292.46222,28.08624,301.23624,2.91E-11,26.1995,299.3495,84.66861,2.59E+01,299.00757,300.54773,99006.36,0,30.8,32.1,30.3,57,21.3,0,E,99210,0,0
0.8182307,0.7578541,19.49874,292.64874,27.90457,301.05457,2.91E-11,25.75295,298.90295,24.726624,2.51E+01,298.23248,298.7706,99005.555,0.000391245,28.6,30.8,28.6,64,21.1,0,E,99160,0,0
1.1061263,0.04539609,19.95233,293.10233,26.08978,299.23978,2.39E-06,27.26034,300.41034,0.056610107,2.52E+01,298.38358,297.4542,98995.43,0.000781376,27.1,28.6,27.1,70,21.2,0,E,99100,0,0
1.4886634,-1.4604225,19.0589,292.2089,23.84554,296.99554,3.22E-06,25.44564,298.59564,-3.05E-05,2.49E+01,298.06558,296.6988,98980.06,0.001855075,26.1,27.1,26.1,75,21.3,0,E,99130,0,0
2.0284336,-4.501924,18.4072,291.5572,19.4508,292.6008,0.000253087,20.58465,293.73465,-3.05E-05,2.01E+01,293.29047,292.02368,99144.5,0.010030076,17.9,18.1,17.9,89,16,1.6,NW,99280,0,0
1.2624009,-4.6473284,18.13738,291.28738,18.36883,291.51883,0.000270725,20.0143,293.1643,-3.05E-05,1.97E+01,292.82285,291.79218,99182.38,0.000976998,17.8,18.1,17.8,87,15.6,3.2,NW,99410,0,0
1.0806513,-3.288261,17.50213,290.65213,18.1719,291.3219,0.000786305,19.5389,292.6889,-3.05E-05,1.90E+01,292.1553,291.80728,99241.93,0.009133104,16.8,17.8,16.8,87,14.7,3.2,NW,99410,0,0
1.4440136,-2.5259883,16.48864,289.63864,17.48522,290.63522,0.000411276,18.86596,292.01596,-3.05E-05,1.83E+01,291.40417,291.58298,99278.82,0.025590919,17.1,17.1,16.8,79,13.4,3.2,NW,99420,0,0
1.729718,-2.569316,15.14956,288.29956,16.68484,289.83484,0.000108839,17.9566,291.1066,-3.05E-05,1.74E+01,290.5218,291.05566,99314.74,0.059630267,18.6,19.1,17.1,74,13.8,3.2,NW,99450,0,0
2.0980108,-2.3351755,14.54858,287.69858,16.40582,289.55582,3.31E-05,17.2425,290.3925,0.18121338,1.68E+01,289.92557,291.05792,99351.81,0.07144095,19.1,19.1,18.4,71,13.7,3.2,NW,99490,0,0
2.4880807,-2.0275984,14.3276,287.4776,16.39346,289.54346,2.91E-11,18.61526,291.76526,35.170013,1.81E+01,291.22443,292.15643,99364.7,0.0728392,19.5,19.5,18.9,75,14.9,1.6,NW,99510,0,0
2.3880978,-2.3727505,14.29196,287.44196,17.2585,290.4085,2.91E-11,18.90743,292.05743,20.637604,1.86E+01,291.75665,293.27954,99391.99,0.05491644,20.5,20.5,19.5,67,14.2,3.2,NW,99520,0,0
2.4117923,-2.4091017,14.39034,287.54034,18.1025,291.2525,2.91E-11,19.9783,293.1283,98.906525,1.90E+01,292.1322,294.34894,99416.805,0.026644612,21.3,21.4,20.4,65,14.5,3.2,NW,99560,0,0
2.133758,-2.4590387,12.74874,285.89874,21.69833,294.84833,2.91E-11,21.56576,294.71576,250.74371,2.02E+01,293.3162,297.41675,99457.88,0.001414925,22,22.3,21.3,61,14.1,1.6,NW,99580,0,0
2.5245128,-1.7888068,12.27194,285.42194,22.8177,295.9677,2.91E-11,22.89163,296.04163,376.6536,2.18E+01,294.969,300.2266,99427.7,0,23.6,23.8,21.9,51,12.9,3.2,NW,99570,0,0
2.5797088,-1.9938174,11.83346,284.98346,23.65698,296.80698,2.91E-11,23.7115,296.8615,427.78326,2.31E+01,296.23334,300.5602,99381.69,0,24.1,24.3,23.3,47,12,3.2,NW,99560,0,0
1.8649001,-2.1414251,11.71453,284.86453,24.1907,297.3407,2.91E-11,24.3936,297.5436,478.26727,2.38E+01,296.99557,299.30624,99360.82,0.000195622,23.2,24.4,22.9,50,12.2,1.6,NW,99520,0,0
1.585907,-1.6396079,10.96093,284.11093,24.89337,298.04337,2.91E-11,24.53054,297.68054,369.15518,2.44E+01,297.59882,298.17102,99366.875,0,23.8,24.8,23.2,48,12.1,1.6,NW,99530,0,0
1.2151487,-1.7081488,11.00375,284.15375,24.86685,298.01685,2.91E-11,24.56085,297.71085,297.42188,2.45E+01,297.62015,297.83362,99336.63,0,24.1,25.3,23.8,48,12.4,1.6,NW,99520,0,0
0.76659566,-1.5738821,11.0992,284.2492,24.4323,297.5823,2.91E-11,24.48394,297.63394,199.08168,2.43E+01,297.4337,297.60626,99312.82,0,23.9,24.5,23.9,51,13.1,0,NW,99500,0,0
0.10629821,-1.4864925,12.30834,285.45834,23.32528,296.47528,2.91E-11,24.22265,297.37265,94.34177,2.36E+01,296.72815,295.9672,99316.33,0,21.3,23.9,21.3,68,15.2,0,NW,99490,0,0
-0.5954989,-1.1052339,10.59683,283.74683,23.41973,296.56973,2.91E-11,23.36505,296.51505,32.700745,2.22E+01,295.3416,293.7781,99326.88,0,17.8,21.3,17.8,84,15.1,0,---,99520,0,0
-1.3178406,-0.6198176,11.6415,284.7915,21.76553,294.91553,2.91E-11,22.01714,295.16714,0.24917603,2.04E+01,293.52634,292.192,99360.63,0,16.6,17.8,16.6,89,14.7,0,---,99570,0,0
-1.7151694,-0.4411217,12.16424,285.31424,19.16268,292.31268,2.91E-11,20.11038,293.26038,-3.05E-05,1.94E+01,292.5367,291.1642,99420.68,0,16.2,16.6,16.1,89,14.4,0,---,99590,0,0
-2.0596309,-0.68578815,12.50472,285.65472,18.53814,291.68814,2.91E-11,19.34768,292.49768,-3.05E-05,1.88E+01,291.95276,290.29382,99439.805,0,17.4,17.4,16.1,79,13.8,0,E,99580,0,0
-1.2421001,-0.91845995,12.82043,285.97043,15.34817,288.49817,2.91E-11,18.73562,291.88562,-3.05E-05,1.77E+01,290.88394,290.4421,99447.195,0.00017117,15.6,17.7,15.6,89,13.7,0,E,99560,0,0
-1.2263494,-0.68946004,12.82488,285.97488,15.10146,288.25146,2.91E-11,17.51037,290.66037,-3.05E-05,1.70E+01,290.17487,290.20795,99441.89,0,15.2,15.6,15.1,90,13.5,0,NE,99580,0,0
-1.2305952,-0.7072072,12.75244,285.90244,15.10766,288.25766,2.91E-11,16.8823,290.0323,-3.05E-05,1.66E+01,289.72653,290.1039,99401.74,4.89E-05,15.7,15.7,15.1,88,13.7,0,E,99590,0,0
-0.9496846,-0.7474749,12.66064,285.81064,15.17706,288.32706,2.91E-11,16.56497,289.71497,-3.05E-05,1.63E+01,289.4819,290.2261,99435.93,0.000146717,15.1,15.9,15.1,86,12.7,0,E,99560,0,0
-1.0528176,-1.1483166,12.5543,285.7043,14.97866,288.12866,2.91E-11,16.2931,289.4431,-3.05E-05,1.61E+01,289.20395,290.28775,99428.38,0.005950911,15.3,16.5,14.5,77,11.3,0,E,99590,0,0
-1.2603161,-1.4614017,12.4135,285.5635,14.98123,288.13123,2.91E-11,16.01324,289.16324,-3.05E-05,1.57E+01,288.83862,289.88452,99431.8,0.005026151,14.8,15.3,14.2,84,12.1,0,E,99620,0,0
-1.6154606,-1.3473301,12.64437,285.79437,15.22247,288.37247,2.91E-11,15.75625,288.90625,2.2653503,1.55E+01,288.6162,290.07556,99457.195,0.002147395,16.8,16.8,14.8,71,11.5,0,E,99640,0,0
-2.179747,-0.9362072,13.15392,286.30392,16.6187,289.7687,2.91E-11,17.88198,291.03198,46.757446,1.62E+01,289.3118,291.80087,99432.945,2.45E-05,17.8,17.8,16.8,68,11.8,1.6,E,99630,0,0
-2.6080296,-0.67599666,12.7602,285.9102,17.5997,290.7497,2.91E-11,19.67727,292.82727,172.48611,1.82E+01,291.3612,293.93094,99454.805,0,20.1,20.1,17.8,61,12.3,3.2,E,99650,0,0
-2.8767505,-0.094867826,12.58703,285.73703,18.80154,291.95154,2.91E-11,20.07665,293.22665,233.67406,1.94E+01,292.52356,295.39297,99462.695,0.000365678,21.1,21.1,20.1,54,11.4,6.4,E,99620,0,0
-2.846345,0.8474468,12.31997,285.46997,21.34588,294.49588,2.91E-11,20.80276,293.95276,271.72113,2.03E+01,293.43018,297.30023,99421.49,0.001713917,22.3,22.3,21.1,52,11.9,4.8,E,99600,0,0
-2.3590314,1.1151234,12.54345,285.69345,22.35665,295.50665,2.91E-11,22.0386,295.1886,457.53903,2.10E+01,294.12988,299.16437,99424.19,0.001268208,23.7,23.7,22.3,48,12,3.2,ESE,99590,0,0
-2.191389,2.2223034,12.68368,285.83368,23.74963,296.89963,6.20E-06,22.72897,295.87897,439.416,2.22E+01,295.384,300.80118,99407.89,0.000122264,25.3,25.6,23.7,50,14.2,3.2,SE,99570,0,0
-1.5890267,1.5425247,13.01293,286.16293,24.40432,297.55432,2.91E-11,23.42336,296.57336,449.7348,2.29E+01,296.02408,302.02716,99386.56,0,25.8,26.6,25.1,45,12.9,3.2,SE,99520,0,0
-1.3016789,1.0039893,13.13223,286.28223,25.3508,298.5008,2.91E-11,24.13177,297.28177,493.20746,2.36E+01,296.70447,302.55676,99330.3,0,26.6,26.6,25.3,45,13.7,3.2,SE,99490,0,0
-1.1043155,0.9918722,13.21746,286.36746,25.63564,298.78564,2.91E-11,24.572,297.722,491.93884,2.42E+01,297.39746,303.57507,99292.016,0,26.2,27.1,25.4,45,13.3,3.2,SE,99480,0,0
-1.0354233,1.0371581,12.89828,286.04828,26.07708,299.22708,2.91E-11,25.0217,298.1717,471.8336,2.46E+01,297.7999,302.70694,99283.01,0,27.2,27.6,26.2,39,12.1,1.6,SE,99410,0,0
-1.0766491,0.85858476,12.91125,286.06125,26.47637,299.62637,2.91E-11,25.2661,298.4161,439.37067,2.50E+01,298.13806,301.3376,99226.625,0,27,27.6,26.8,41,12.6,3.2,SE,99380,0,0
-0.8250485,0.9032587,12.51498,285.66498,24.73242,297.88242,2.91E-11,25.17977,298.32977,252.99776,2.48E+01,297.90076,299.58047,99204.83,0,25.2,27,25.2,42,11.4,3.2,SE,99400,0,0
-0.35019863,1.0441347,13.3507,286.5007,23.14398,296.29398,2.91E-11,24.63003,297.78003,118.72861,2.42E+01,297.37964,297.30743,99243.05,7.34E-05,22.1,25.2,22.1,59,13.7,1.6,SE,99410,0,0
1.1984394,-0.8214012,13.95922,287.10922,21.953,295.103,2.91E-11,24.18978,297.33978,18.666718,2.32E+01,296.31226,294.54184,99324.12,0.001683906,20.7,22.1,20.4,62,13.1,0,E,99460,0,0
1.6656194,-2.9691787,14.26058,287.41058,19.59176,292.74176,0.000688312,22.3456,295.4956,-3.05E-05,1.98E+01,292.9681,291.7483,99416.74,0.00180617,17.8,20.8,17.7,67,11.6,4.8,NW,99710,0,0
1.1363952,-4.264234,14.9239,288.0739,16.43197,289.58197,2.91E-11,19.709,292.859,-3.05E-05,1.87E+01,291.8721,291.32953,99510.445,0.00327111,15.3,17.7,15.2,87,13.1,3.2,NW,99810,3.6,11
0.8694547,-3.2850785,15.0899,288.2399,16.25213,289.40213,0.000162605,18.4869,291.6369,-3.05E-05,1.79E+01,291.01544,290.46176,99549.695,0.001561642,15.3,15.4,15.1,88,13.4,0,SSE,99800,7.4,13
1.0147722,-1.3541842,14.98376,288.13376,15.51385,288.66385,0.000109319,17.76364,290.91364,-3.05E-05,1.75E+01,290.6396,289.85614,99670.13,0.018359574,15.1,15.3,15.1,89,13.3,0,E,99730,3.2,14
0.69071835,-0.6373199,14.8666,288.0166,15.4441,288.5941,2.91E-11,17.43118,290.58118,-3.05E-05,1.70E+01,290.15588,289.45102,99645.08,0.006906791,15,15.1,14.9,89,13.2,0,NNW,99750,0,0
